formatted_text
"A Men Apparel item. Type: Shirts, Color: Navy Blue, Usage: Casual."
"A Men Accessories item. Type: Sunglasses, Color: White, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Mustard, Usage: Ethnic."
"A Men Apparel item. Type: Tshirts, Color: Off White, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Blue, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Olive, Usage: Casual."
"A Women Apparel item. Type: Tunics, Color: Red, Usage: Casual."
"A Unisex Accessories item. Type: Sunglasses, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Women Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Earrings, Color: Red, Usage: Casual."
"A Unisex Accessories item. Type: Backpacks, Color: Black, Usage: Casual."
"A Women Personal Care item. Type: Lipstick, Color: Brown, Usage: nan."
"A Men Personal Care item. Type: Deodorant, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Multi, Usage: Ethnic."
"A Women Accessories item. Type: Mobile Pouch, Color: Green, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Navy Blue, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Men Apparel item. Type: Kurtas, Color: Blue, Usage: Ethnic."
"A Women Apparel item. Type: Tops, Color: White, Usage: Casual."
"A Women Accessories item. Type: Earrings, Color: Silver, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Silver, Usage: Casual."
"A Women Apparel item. Type: Jackets, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Trousers, Color: Navy Blue, Usage: Formal."
"A Women Footwear item. Type: Sports Sandals, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Gold, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Blue, Usage: Ethnic."
"A Women Apparel item. Type: Night suits, Color: Grey Melange, Usage: Casual."
"A Women Accessories item. Type: Belts, Color: Navy Blue, Usage: Casual."
"A Women Accessories item. Type: Wallets, Color: Pink, Usage: Casual."
"A Women Accessories item. Type: Jewellery Set, Color: White, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Formal."
"A Women Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Men Accessories item. Type: Ties, Color: Blue, Usage: Formal."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Flip Flops, Color: Orange, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Green, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Women Personal Care item. Type: Perfume and Body Mist, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Flip Flops, Color: Red, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Charcoal, Usage: Sports."
"A Men Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Men Apparel item. Type: Sweatshirts, Color: Grey, Usage: Casual."
"A Women Accessories item. Type: Belts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Sarees, Color: Black, Usage: Ethnic."
"A Men Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Silver, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Red, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Unisex Footwear item. Type: Sandals, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Yellow, Usage: Casual."
"A Men Accessories item. Type: Bracelet, Color: Steel, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Green, Usage: Casual."
"A Men Accessories item. Type: Caps, Color: Navy Blue, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Brown, Usage: Sports."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Formal."
"A Men Apparel item. Type: Shorts, Color: Grey, Usage: Sports."
"A Men Apparel item. Type: Sweaters, Color: Black, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Yellow, Usage: Casual."
"A Women Accessories item. Type: Clutches, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Yellow, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Black, Usage: Formal."
"A Women Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Ties, Color: Black, Usage: Formal."
"A Women Accessories item. Type: Pendant, Color: Gold, Usage: Casual."
"A Women Apparel item. Type: Nightdress, Color: White, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Rust, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Formal."
"A Men Footwear item. Type: Sandals, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shorts, Color: White, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Black, Usage: Formal."
"A Women Apparel item. Type: Tshirts, Color: Yellow, Usage: Casual."
"A Women Accessories item. Type: Sunglasses, Color: Pink, Usage: Casual."
"A Unisex Accessories item. Type: Scarves, Color: Red, Usage: Casual."
"A Women Apparel item. Type: Churidar, Color: Navy Blue, Usage: Ethnic."
"A Women Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Shirts, Color: Purple, Usage: Formal."
"A Women Accessories item. Type: Pendant, Color: Gold, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: White, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Women Personal Care item. Type: Fragrance Gift Set, Color: Pink, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Cream, Usage: Casual."
"A Women Accessories item. Type: Necklace and Chains, Color: Gold, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Black, Usage: Formal."
"A Men Apparel item. Type: Shirts, Color: Yellow, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Women Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Briefs, Color: Purple, Usage: Casual."
"A Women Apparel item. Type: Kurtis, Color: Brown, Usage: Ethnic."
"A Women Apparel item. Type: Tops, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Bra, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Women Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Bronze, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Sweaters, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Women Personal Care item. Type: Nail Polish, Color: Beige, Usage: nan."
"A Men Footwear item. Type: Sandals, Color: Black, Usage: Casual."
"A Unisex Accessories item. Type: Backpacks, Color: Black, Usage: Sports."
"A Women Accessories item. Type: Belts, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: White, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Wallets, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Purple, Usage: Formal."
"A Men Accessories item. Type: Sunglasses, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Navy Blue, Usage: Casual."
"A Men Accessories item. Type: Wallets, Color: Brown, Usage: Formal."
"A Men Footwear item. Type: Sandals, Color: Grey, Usage: Casual."
"A Women Accessories item. Type: Earrings, Color: Gold, Usage: Ethnic."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Brown, Usage: Formal."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Sports."
"A Unisex Accessories item. Type: Key chain, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Grey, Usage: Sports."
"A Women Accessories item. Type: Handbags, Color: Purple, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Briefs, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Dresses, Color: Navy Blue, Usage: Casual."
"A Men Personal Care item. Type: Perfume and Body Mist, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Jeans, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Women Accessories item. Type: Bracelet, Color: Navy Blue, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Silver, Usage: Sports."
"A Men Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Women Personal Care item. Type: Deodorant, Color: Blue, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Women Personal Care item. Type: Compact, Color: Beige, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Brown, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: Navy Blue, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Bra, Color: Red, Usage: Casual."
"A Women Apparel item. Type: Jeans, Color: Blue, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: Silver, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Green, Usage: Formal."
"A Women Apparel item. Type: Kurtas, Color: Maroon, Usage: Ethnic."
"A Women Accessories item. Type: Wallets, Color: Purple, Usage: Casual."
"A Women Apparel item. Type: Bra, Color: White, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Black, Usage: Formal."
"A Men Footwear item. Type: Sandals, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Pink, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Sweaters, Color: White, Usage: Casual."
"A Women Apparel item. Type: Capris, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Jeggings, Color: Navy Blue, Usage: Casual."
"A Men Apparel item. Type: Briefs, Color: Grey, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Brown, Usage: Sports."
"A Women Accessories item. Type: Watches, Color: Rose, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Orange, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Green, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Night suits, Color: Black, Usage: Casual."
"A Unisex Accessories item. Type: Watches, Color: Purple, Usage: Casual."
"A Women Apparel item. Type: Dresses, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Jeans, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Women Footwear item. Type: Flats, Color: White, Usage: Casual."
"A Men Footwear item. Type: Flip Flops, Color: White, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shorts, Color: Blue, Usage: Casual."
"A Men Accessories item. Type: Sunglasses, Color: Black, Usage: Casual."
"A Men Personal Care item. Type: Deodorant, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Dresses, Color: Multi, Usage: Casual."
"A Women Personal Care item. Type: Lipstick, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Red, Usage: Ethnic."
"A Men Footwear item. Type: Flip Flops, Color: Yellow, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Yellow, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Purple, Usage: Formal."
"A Men Apparel item. Type: Jackets, Color: White, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Peach, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Women Personal Care item. Type: Perfume and Body Mist, Color: Green, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Teal, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Pink, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Red, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Women Personal Care item. Type: Lipstick, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Red, Usage: Formal."
"A Women Accessories item. Type: Handbags, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Navy Blue, Usage: Casual."
"A Women Apparel item. Type: Leggings, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Turquoise Blue, Usage: Ethnic."
"A Women Footwear item. Type: Flip Flops, Color: Purple, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Brown, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Briefs, Color: Navy Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Peach, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Pink, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Navy Blue, Usage: Casual."
"A Women Footwear item. Type: Flip Flops, Color: Green, Usage: Casual."
"A Women Apparel item. Type: Bra, Color: Pink, Usage: Casual."
"A Men Accessories item. Type: Wallets, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Blue, Usage: Casual."
"A Men Accessories item. Type: Wallets, Color: Brown, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Brown, Usage: Casual."
"A Men Accessories item. Type: Socks, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Men Personal Care item. Type: Deodorant, Color: Silver, Usage: Casual."
